img_paths,id,label,cell_type,patient,height,width,mean_brightness
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158012.jpg,13158012,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,201.4291449852056
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158026.jpg,13158026,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,197.81379196000407
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158148.jpg,13158148,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,195.23908019589837
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158088.jpg,13158088,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,199.70031629425569
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158203.jpg,13158203,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,191.08647331904908
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158054.jpg,13158054,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,197.3508570554025
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13158138.jpg,13158138,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,192.2952861952862
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Smudge cells/SMU_13157992.jpg,13157992,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,208.18001479440872
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Myelocyte/MY_13158104.jpg,13158104,IG,Myelocyte,PBC_dataset_APL_AML,363,360,182.42659422507907
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Myelocyte/MY_13158214.jpg,13158214,IG,Myelocyte,PBC_dataset_APL_AML,363,360,183.6436205489236
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158177.jpg,13158177,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,200.46176665646362
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158202.jpg,13158202,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,194.8091189674523
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158106.jpg,13158106,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,200.36678400163248
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158125.jpg,13158125,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,196.4128889909193
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158210.jpg,13158210,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,189.24547495153556
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158167.jpg,13158167,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,197.32012549739824
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158061.jpg,13158061,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,192.18637639016427
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13157995.jpg,13157995,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,202.38374655647382
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13157997.jpg,13157997,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,202.01330986634017
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158156.jpg,13158156,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,200.56423834302623
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158184.jpg,13158184,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,205.57847923681257
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13157986.jpg,13157986,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,201.2555887154372
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158089.jpg,13158089,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,198.11246046321804
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158112.jpg,13158112,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,186.6785787164575
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158171.jpg,13158171,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,203.32005662687482
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158022.jpg,13158022,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,196.86863075196408
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158086.jpg,13158086,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,200.6443067033976
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158136.jpg,13158136,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,195.9274538312417
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13157993.jpg,13157993,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,204.0253264972962
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158164.jpg,13158164,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,190.64493674114885
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158165.jpg,13158165,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,196.66253953678196
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158151.jpg,13158151,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,190.6592260993776
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158068.jpg,13158068,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,194.17913478216508
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158195.jpg,13158195,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,204.82894092439548
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158028.jpg,13158028,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,193.77149270482604
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158098.jpg,13158098,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,196.0034843383328
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158034.jpg,13158034,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,201.01001938577696
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158189.jpg,13158189,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,194.38543515967757
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158118.jpg,13158118,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,199.79326344250586
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158163.jpg,13158163,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,192.03114988266503
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158137.jpg,13158137,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,198.8463064993368
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158110.jpg,13158110,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,196.94819916335067
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158243.jpg,13158243,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,195.42498724619938
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158071.jpg,13158071,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,200.4498546066728
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158179.jpg,13158179,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,200.49976533006836
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158224.jpg,13158224,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,197.92588001224365
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158067.jpg,13158067,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,195.8085322926232
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Lymphocyte/LY_13158121.jpg,13158121,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,201.00412457912458
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Eosinophils/EO_13158236.jpg,13158236,EO,Eosinophils,PBC_dataset_APL_AML,363,360,190.11611060095908
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Eosinophils/EO_13158109.jpg,13158109,EO,Eosinophils,PBC_dataset_APL_AML,363,360,196.01644475053567
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Metamyelocyte/MMY_13158139.jpg,13158139,IG,Metamyelocyte,PBC_dataset_APL_AML,363,360,189.9071472298745
../../data/PBC_dataset_APL_AML/Patient_19/Signed slides/Metamyelocyte/MMY_13158245.jpg,13158245,IG,Metamyelocyte,PBC_dataset_APL_AML,363,360,188.3444776043261
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738521.jpg,27738521,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,181.5130522395674
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738481.jpg,27738481,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,175.17232680338742
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738461.jpg,27738461,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.6245842260994
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738513.jpg,27738513,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,183.11072849709214
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738450.jpg,27738450,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,177.55305070911132
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738448.jpg,27738448,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,187.08503724109784
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738529.jpg,27738529,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,185.90182124273034
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738516.jpg,27738516,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,176.4653785328028
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738440.jpg,27738440,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,185.65127538006325
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738472.jpg,27738472,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,171.00359147025813
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738447.jpg,27738447,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,187.2442862973166
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738466.jpg,27738466,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.9068385878992
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738519.jpg,27738519,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,187.53050964187327
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738482.jpg,27738482,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,180.12132690541782
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738480.jpg,27738480,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,183.49025864707684
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738437.jpg,27738437,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,188.8013952657892
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738475.jpg,27738475,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,177.43837363534334
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738477.jpg,27738477,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,190.11485307621672
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738476.jpg,27738476,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.1022421181512
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738430.jpg,27738430,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,187.50758851137638
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738485.jpg,27738485,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.12646923783288
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738483.jpg,27738483,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.41920212223243
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738438.jpg,27738438,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,174.5670543822059
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738511.jpg,27738511,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,188.7761554943373
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738499.jpg,27738499,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,176.05701459034793
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738433.jpg,27738433,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.24900775431078
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738460.jpg,27738460,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,188.51569482705847
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738494.jpg,27738494,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,181.6883608815427
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738442.jpg,27738442,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,184.18337414549535
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738491.jpg,27738491,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,173.85405060708092
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738489.jpg,27738489,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.7749617385981
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738517.jpg,27738517,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,185.8077645138251
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738487.jpg,27738487,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.06404958677686
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738434.jpg,27738434,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,183.47966278951128
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738474.jpg,27738474,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,191.16823538414448
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738479.jpg,27738479,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,174.74691613100703
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738470.jpg,27738470,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,181.16679675543313
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738486.jpg,27738486,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.66918681767166
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738464.jpg,27738464,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.33831751862056
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738501.jpg,27738501,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.1673426181002
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738493.jpg,27738493,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,169.46537343128253
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738453.jpg,27738453,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.64551831445772
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738497.jpg,27738497,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,184.6771451892664
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738524.jpg,27738524,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.48300173451688
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738465.jpg,27738465,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,174.2937582899704
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738488.jpg,27738488,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,180.47420926436078
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738467.jpg,27738467,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,187.65982552800736
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738452.jpg,27738452,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,173.24494694418937
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738515.jpg,27738515,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.16741403938374
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738508.jpg,27738508,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,180.2888990919294
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738514.jpg,27738514,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,189.26721508009388
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738500.jpg,27738500,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,181.83964646464648
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738435.jpg,27738435,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,183.57963983267013
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738458.jpg,27738458,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,181.45621875318844
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738520.jpg,27738520,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,176.77490817263543
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738504.jpg,27738504,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.23974084277114
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738456.jpg,27738456,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,176.02155392306906
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738484.jpg,27738484,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,177.49130190796856
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738478.jpg,27738478,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,188.3688730741761
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738510.jpg,27738510,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,186.12311243750636
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738507.jpg,27738507,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.9080425466789
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738503.jpg,27738503,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,177.80037241097847
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738495.jpg,27738495,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.6035123966942
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738518.jpg,27738518,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.51012651770228
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738509.jpg,27738509,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,184.12705591266197
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738444.jpg,27738444,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.89940057137028
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738469.jpg,27738469,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,177.93417253341497
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738462.jpg,27738462,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.01886032037547
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738431.jpg,27738431,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,178.90366544230181
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738496.jpg,27738496,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,188.68690694827058
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738463.jpg,27738463,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,174.4946510560147
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738471.jpg,27738471,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,186.37816039179677
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738451.jpg,27738451,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.33926640138762
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738526.jpg,27738526,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,172.63818487909398
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738498.jpg,27738498,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,174.95533108866442
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738523.jpg,27738523,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,176.67436996224876
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738441.jpg,27738441,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.59984950515255
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738439.jpg,27738439,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,183.27003367003368
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738455.jpg,27738455,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,185.04723497602285
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738454.jpg,27738454,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.24462044689318
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738506.jpg,27738506,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.9613687378839
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738459.jpg,27738459,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,176.5602055912662
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738528.jpg,27738528,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,173.42616824813794
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738473.jpg,27738473,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.0361187633915
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738490.jpg,27738490,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,179.39194214876034
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738525.jpg,27738525,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,182.2475385164779
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738445.jpg,27738445,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,180.40099224568922
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738432.jpg,27738432,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,184.94567391082543
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738436.jpg,27738436,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,177.31982705846343
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Segmented neutrophils/SNE_27738449.jpg,27738449,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,184.5420543822059
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Monocyte/MO_27738502.jpg,27738502,MO,Monocyte,PBC_dataset_APL_AML,363,360,178.87817824711763
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Band neutrophils/BNE_27738443.jpg,27738443,IG,Band neutrophils,PBC_dataset_APL_AML,363,360,182.90689470462198
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Band neutrophils/BNE_27738457.jpg,27738457,IG,Band neutrophils,PBC_dataset_APL_AML,363,360,176.6260968268544
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Band neutrophils/BNE_27738505.jpg,27738505,IG,Band neutrophils,PBC_dataset_APL_AML,363,360,176.8914575043363
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Band neutrophils/BNE_27738527.jpg,27738527,IG,Band neutrophils,PBC_dataset_APL_AML,363,360,168.1486812570146
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Band neutrophils/BNE_27738522.jpg,27738522,IG,Band neutrophils,PBC_dataset_APL_AML,363,360,181.8933450668299
../../data/PBC_dataset_APL_AML/Patient_77/Signed slides/Band neutrophils/BNE_27738468.jpg,27738468,IG,Band neutrophils,PBC_dataset_APL_AML,363,360,179.66639628609326
