,label,origin,UMAP_1,UMAP_2,UMAP_3
21205,ERB,barcelone,11.890873,-6.1984982,26.146738
22621,ERB,barcelone,16.250628,-6.3819065,26.317026
21357,ERB,barcelone,11.491805,-5.4539824,26.727093
21794,ERB,barcelone,11.61343,-5.5642314,26.231098
22544,ERB,barcelone,10.930587,-5.7075143,25.29033
22187,ERB,barcelone,12.129431,-6.222146,25.777523
21762,ERB,barcelone,13.217594,-5.894493,26.558582
22021,ERB,barcelone,11.381882,-5.8861623,26.76419
21289,ERB,barcelone,14.305915,-4.6491365,26.097101
22092,ERB,barcelone,12.041934,-6.380367,26.073994
22421,ERB,barcelone,15.337361,-5.4532537,26.802738
22472,ERB,barcelone,10.673682,-5.8924885,25.88423
21510,ERB,barcelone,13.023713,-5.3320785,25.817087
21401,ERB,barcelone,11.671644,-5.7706957,26.285707
21737,ERB,barcelone,11.173373,-5.406125,26.077732
22183,ERB,barcelone,10.722426,-6.0294433,26.194881
22654,ERB,barcelone,10.440648,-5.7504673,25.413115
21904,ERB,barcelone,13.981931,-9.161492,25.941427
22190,ERB,barcelone,12.498087,-7.139088,25.439302
37682,ERB,munich,13.409078,-6.3476424,24.71686
21685,ERB,barcelone,10.995218,-5.6245413,25.6585
21769,ERB,barcelone,13.956959,-6.874908,25.302069
22590,ERB,barcelone,10.470746,-5.615292,25.499987
21840,ERB,barcelone,14.847716,-5.440121,26.863533
21639,ERB,barcelone,13.2518015,-4.923864,26.056519
21284,ERB,barcelone,7.9481463,-5.7989364,26.001305
21270,ERB,barcelone,10.203056,-6.2337785,26.113144
21653,ERB,barcelone,11.83852,-6.1189938,27.005238
21522,ERB,barcelone,10.830354,-6.2079244,25.57791
21687,ERB,barcelone,15.662445,-10.177945,25.552591
22487,ERB,barcelone,11.664211,-6.3197346,25.745169
21355,ERB,barcelone,11.1583185,-5.376745,26.65135
21619,ERB,barcelone,13.835439,-5.2762685,26.396948
22348,ERB,barcelone,12.574419,-5.2782383,25.514313
22244,ERB,barcelone,11.960245,-6.037919,25.818657
21208,ERB,barcelone,12.238054,-6.491073,26.710907
22156,ERB,barcelone,11.937958,-6.1622577,26.088623
21387,ERB,barcelone,12.46461,-5.9276433,26.057447
21561,ERB,barcelone,10.825973,-5.938551,25.984037
22486,ERB,barcelone,11.797223,-6.3408723,25.82775
21681,ERB,barcelone,11.567274,-6.078574,25.350214
22453,ERB,barcelone,13.299439,-7.652238,27.573587
22468,ERB,barcelone,10.259575,-6.1345363,25.504103
21432,ERB,barcelone,12.017888,-6.0515566,25.688715
22280,ERB,barcelone,12.753942,-6.5429807,25.4575
21846,ERB,barcelone,13.214614,-6.74705,27.812136
22532,ERB,barcelone,11.54304,-5.6025066,26.817816
22503,ERB,barcelone,10.949154,-6.2287736,25.674265
22216,ERB,barcelone,16.943274,-8.930916,27.017155
21483,ERB,barcelone,11.256453,-5.3223977,25.755383
21111,ERB,barcelone,11.637722,-6.5512667,26.47376
22565,ERB,barcelone,13.271689,-6.9876814,25.209288
37647,ERB,munich,13.46063,-9.161754,24.841887
21717,ERB,barcelone,12.357354,-5.839981,25.367498
22415,ERB,barcelone,11.960098,-5.652947,25.87754
21410,ERB,barcelone,10.19022,-6.103077,26.133812
22608,ERB,barcelone,14.014312,-8.593196,25.827417
22273,ERB,barcelone,11.583691,-5.8840094,25.846878
22372,ERB,barcelone,16.19616,-8.001126,28.086609
21643,ERB,barcelone,9.653305,-5.6124115,25.442135
21732,ERB,barcelone,9.78741,-5.3655796,25.570145
22379,ERB,barcelone,10.351842,-5.2018576,25.988874
21682,ERB,barcelone,9.488125,-6.7831283,26.16854
21488,ERB,barcelone,13.630882,-5.573528,25.414192
21766,ERB,barcelone,11.536963,-4.9540467,26.470095
21995,ERB,barcelone,11.774948,-5.811953,25.534687
21501,ERB,barcelone,10.931227,-5.5053005,26.231678
21746,ERB,barcelone,12.769154,-7.408799,25.318682
21593,ERB,barcelone,12.609971,-5.3990664,26.512892
21124,ERB,barcelone,12.409338,-5.918396,25.571732
37640,ERB,munich,13.517061,-5.95282,26.51251
22494,ERB,barcelone,10.94636,-5.928284,26.126366
22298,ERB,barcelone,12.48251,-7.4380584,25.24052
21816,ERB,barcelone,11.969962,-6.8503304,25.867933
21669,ERB,barcelone,10.691012,-6.5809484,25.514181
22482,ERB,barcelone,11.93083,-4.7919974,26.226372
21460,ERB,barcelone,15.142214,-8.836004,28.3209
22023,ERB,barcelone,14.636012,-7.7021804,28.182467
21992,ERB,barcelone,10.214238,-5.520776,26.210688
21701,ERB,barcelone,11.108607,-5.656565,25.99169
22378,ERB,barcelone,11.012551,-5.633806,25.910666
21909,ERB,barcelone,12.890341,-7.0085473,25.07027
22313,ERB,barcelone,11.555874,-5.0036106,25.918982
22266,ERB,barcelone,11.207491,-5.7271814,26.646482
22122,ERB,barcelone,12.711393,-5.6000524,25.724276
21374,ERB,barcelone,9.075493,-6.9201903,25.829361
22547,ERB,barcelone,13.761505,-6.9945436,25.208849
22375,ERB,barcelone,11.339935,-5.960682,26.04114
21261,ERB,barcelone,9.24388,-5.2709246,25.161114
22276,ERB,barcelone,11.2507,-6.1111546,25.45238
37626,ERB,munich,13.995378,-9.768699,23.732616
22613,ERB,barcelone,10.817574,-6.435389,26.43952
22414,ERB,barcelone,12.816925,-5.3361344,26.522144
22505,ERB,barcelone,11.908207,-6.059715,25.621157
22661,ERB,barcelone,9.952959,-5.6990175,25.847189
22328,ERB,barcelone,12.851365,-5.958709,25.624405
21526,ERB,barcelone,11.716776,-5.4825616,25.69966
21125,ERB,barcelone,11.467265,-6.1435237,26.003408
21221,ERB,barcelone,11.848441,-5.06681,26.029215
21860,ERB,barcelone,14.607802,-6.3604283,27.242027
21950,ERB,barcelone,13.364378,-7.330433,25.204033
22288,ERB,barcelone,12.361726,-7.9384584,25.468222
21478,ERB,barcelone,11.715222,-5.7099943,26.260927
22097,ERB,barcelone,15.865386,-5.917292,26.422825
21422,ERB,barcelone,10.292136,-7.1750326,26.331057
22315,ERB,barcelone,10.897294,-6.292706,25.274086
22239,ERB,barcelone,10.836654,-5.7903924,25.826391
21138,ERB,barcelone,11.581528,-6.52827,25.589241
21375,ERB,barcelone,12.221211,-6.6596894,25.31569
22528,ERB,barcelone,9.95918,-6.523262,25.54925
22184,ERB,barcelone,10.787986,-5.919494,26.531404
21143,ERB,barcelone,10.362718,-6.0419717,25.30216
21861,ERB,barcelone,11.69956,-5.2481146,26.145702
22032,ERB,barcelone,12.343074,-5.458181,25.614485
22560,ERB,barcelone,15.058948,-5.8019176,26.179043
21516,ERB,barcelone,12.339364,-6.7429676,25.545105
37681,ERB,munich,12.865122,-8.746795,24.292368
21588,ERB,barcelone,11.974475,-5.243132,26.425072
21657,ERB,barcelone,13.377345,-8.195421,28.413418
21973,ERB,barcelone,11.647822,-5.341488,26.051838
22209,ERB,barcelone,11.870889,-5.2549505,26.454294
21242,ERB,barcelone,11.725287,-5.5187206,26.53018
21416,ERB,barcelone,10.140588,-7.2989492,25.846912
22629,ERB,barcelone,11.107418,-6.110142,26.171885
21217,ERB,barcelone,13.380739,-9.376506,26.29059
21427,ERB,barcelone,10.675197,-6.179988,26.067993
22564,ERB,barcelone,13.204425,-5.1603084,26.573944
22491,ERB,barcelone,11.132061,-5.473962,25.511744
21594,ERB,barcelone,14.894484,-5.9434934,25.546267
21140,ERB,barcelone,11.451888,-5.2393026,26.569084
22345,ERB,barcelone,11.315572,-5.6092634,26.476046
21583,ERB,barcelone,11.506612,-5.537321,26.112154
21780,ERB,barcelone,13.133105,-7.858779,24.765024
21299,ERB,barcelone,13.74311,-7.182622,25.383936
21182,ERB,barcelone,13.615954,-4.7702255,25.936974
21803,ERB,barcelone,10.979325,-5.8908863,25.698305
22255,ERB,barcelone,10.0657215,-5.992847,25.530058
21552,ERB,barcelone,13.085272,-6.1154943,26.137463
22540,ERB,barcelone,11.583254,-5.826485,26.643661
21191,ERB,barcelone,11.767521,-5.9461884,25.426035
22454,ERB,barcelone,12.693746,-8.524591,27.16415
22130,ERB,barcelone,11.459269,-6.7170954,26.318825
21817,ERB,barcelone,10.068676,-6.253766,26.210184
21373,ERB,barcelone,11.725259,-5.2284408,26.092701
21147,ERB,barcelone,11.341006,-6.222039,25.566795
21855,ERB,barcelone,10.865083,-5.573394,26.1505
37668,ERB,munich,11.290775,-5.8030605,25.242502
22566,ERB,barcelone,10.960695,-6.0283866,26.28408
21539,ERB,barcelone,11.476816,-5.4505534,26.46759
22530,ERB,barcelone,10.831288,-5.7817593,25.687462
21509,ERB,barcelone,11.326294,-5.6047444,26.399794
22282,ERB,barcelone,11.387941,-5.2830563,25.944654
21782,ERB,barcelone,11.590202,-5.2836924,25.81786
21435,ERB,barcelone,12.718308,-7.288076,25.375784
22222,ERB,barcelone,12.349208,-4.986598,26.032309
22231,ERB,barcelone,12.117598,-5.6505976,25.27607
22016,ERB,barcelone,12.310485,-5.441357,26.010597
21703,ERB,barcelone,14.909244,-5.020101,26.084932
21278,ERB,barcelone,16.907574,-8.546422,26.709543
22223,ERB,barcelone,11.12125,-5.6547894,26.193604
21183,ERB,barcelone,12.22357,-5.866464,25.405437
21602,ERB,barcelone,13.097021,-6.908475,25.246082
21674,ERB,barcelone,11.665901,-5.939783,26.102003
21220,ERB,barcelone,13.461854,-7.339882,25.277431
22194,ERB,barcelone,12.11623,-5.42253,25.974436
21882,ERB,barcelone,12.083877,-6.772044,27.007395
22550,ERB,barcelone,12.594629,-7.448468,26.030275
22300,ERB,barcelone,11.09637,-5.903676,25.318962
22480,ERB,barcelone,13.114855,-6.118459,26.033928
21801,ERB,barcelone,13.314641,-6.815895,27.526613
21232,ERB,barcelone,10.751446,-5.8608046,26.14274
22602,ERB,barcelone,12.023946,-6.5358677,25.895065
22290,ERB,barcelone,12.857963,-6.880114,25.765541
22297,ERB,barcelone,11.22413,-5.6252522,25.867004
22218,ERB,barcelone,14.419718,-4.987993,26.322191
21404,ERB,barcelone,16.3575,-6.684494,27.2003
22070,ERB,barcelone,11.915532,-5.8013134,25.094492
21297,ERB,barcelone,11.912899,-5.6185517,25.850494
22065,ERB,barcelone,13.593927,-5.0415373,25.529505
21395,ERB,barcelone,11.0680685,-5.441371,26.196693
22106,ERB,barcelone,11.512447,-6.733568,25.987467
22461,ERB,barcelone,11.020587,-5.3365307,26.436264
21719,ERB,barcelone,10.303259,-5.2784786,26.139124
37644,ERB,munich,12.8468,-6.942096,24.452236
21629,ERB,barcelone,9.727363,-5.411603,25.339237
21642,ERB,barcelone,10.500097,-6.611176,26.271595
22583,ERB,barcelone,13.376724,-7.464295,25.825441
34091,LY,munich,14.971025,-6.2708044,24.966906
35180,LY,munich,14.364542,-5.792182,25.54577
33749,LY,munich,13.608781,-7.983764,23.87707
33980,LY,munich,15.512216,-7.6308346,24.780714
12980,LY,raabin,12.127709,-10.101585,19.739487
35851,LY,munich,15.575517,-6.814556,24.64167
33793,LY,munich,14.437898,-8.177442,23.272648
15735,LY,raabin,12.04373,-10.15403,19.018326
16791,LY,barcelone,14.151849,-7.2640166,25.911526
37183,LY,munich,13.304428,-7.6843157,23.999723
16758,LY,barcelone,12.344874,-5.7579565,25.87307
16365,LY,barcelone,13.345567,-7.2981052,24.64687
34779,LY,munich,13.059603,-9.343411,25.735079
16030,LY,raabin,11.252908,-9.616359,19.276443
14868,LY,raabin,11.4224415,-9.770859,19.653875
35786,LY,munich,16.377302,-8.272528,26.022766
16414,LY,raabin,11.741872,-9.257206,19.046707
15804,LY,barcelone,11.455456,-5.5259476,26.120298
15523,LY,barcelone,11.631848,-6.247991,25.739048
12272,LY,raabin,11.164327,-9.99377,19.138668
12985,LY,raabin,12.154906,-9.385409,19.382639
15181,LY,barcelone,11.512639,-5.639139,25.433495
16748,LY,raabin,11.452091,-9.810671,19.666677
12907,LY,raabin,11.631564,-9.654955,19.478518
14803,LY,raabin,11.728699,-9.902009,19.830034
13247,LY,raabin,11.320916,-9.767457,19.720797
14019,LY,barcelone,12.636751,-5.8384867,25.16807
36195,LY,munich,13.873862,-9.843662,24.568336
12249,LY,raabin,11.647272,-9.878129,19.894629
15178,LY,raabin,12.244141,-9.863142,19.768362
34818,LY,munich,15.929907,-8.60838,25.298498
15317,LY,barcelone,12.982941,-6.124366,25.397211
34976,LY,munich,12.824926,-8.569401,24.119877
13225,LY,raabin,11.637434,-10.623294,19.471909
33494,LY,munich,12.868231,-6.748318,24.357824
12164,LY,barcelone,12.038623,-6.263889,25.52724
33722,LY,munich,15.083494,-6.1603894,25.517118
34189,LY,munich,12.881539,-6.386675,25.47098
35352,LY,munich,15.3324175,-6.5147824,25.284142
14657,LY,raabin,12.078133,-10.092304,19.07376
34069,LY,munich,15.411761,-9.182876,28.168306
12761,LY,raabin,11.821744,-10.255415,19.580824
12315,LY,barcelone,10.59759,-6.376676,25.598776
33822,LY,munich,14.256757,-5.470054,25.032772
15338,LY,raabin,11.620487,-10.313792,19.31108
15370,LY,raabin,11.595998,-9.303918,19.153143
34377,LY,munich,15.177356,-7.346709,24.286713
16469,LY,raabin,12.046521,-10.726989,19.306005
13349,LY,raabin,11.54943,-10.193651,19.60281
15114,LY,barcelone,13.185065,-7.284398,25.550505
14048,LY,raabin,11.730101,-9.650509,18.945494
12165,LY,raabin,12.2066965,-10.554755,19.028784
33634,LY,munich,15.25144,-5.11271,26.656553
14433,LY,raabin,13.055913,-11.353486,19.309023
13052,LY,raabin,11.984638,-10.009736,19.105724
36399,LY,munich,16.765589,-8.667529,25.537472
13217,LY,raabin,11.892023,-9.729267,19.911125
14894,LY,raabin,11.35387,-9.439695,19.792637
33939,LY,munich,13.79823,-9.34784,27.677546
15984,LY,raabin,11.257939,-9.630316,19.460371
35185,LY,munich,15.31066,-8.28969,25.101273
36683,LY,munich,13.07623,-4.817401,25.60495
13328,LY,barcelone,12.753924,-5.5721893,25.243889
34687,LY,munich,13.193584,-7.9873943,23.379707
34421,LY,munich,13.309664,-6.1887865,25.168526
34109,LY,munich,14.085644,-9.208663,28.049967
34121,LY,munich,15.605224,-8.570295,23.642927
37009,LY,munich,13.735759,-8.674734,28.078928
15694,LY,raabin,11.730002,-9.464125,19.766296
35403,LY,munich,14.387598,-6.3294997,24.92655
13191,LY,raabin,11.266254,-9.894025,19.753664
15083,LY,barcelone,12.268409,-6.329852,25.37409
34298,LY,munich,16.020933,-7.8420444,27.980062
16053,LY,raabin,12.211183,-9.997053,19.219517
15235,LY,barcelone,13.278952,-6.7396374,25.372873
34816,LY,munich,14.699278,-6.8716483,25.449541
12773,LY,barcelone,12.75742,-6.1267915,25.222775
35192,LY,munich,13.041231,-8.900716,23.941357
33870,LY,munich,15.402519,-7.915534,24.054302
37305,LY,munich,13.024674,-6.0132403,24.748205
33872,LY,munich,15.021696,-6.7799063,24.791067
14534,LY,raabin,11.442438,-9.63492,19.82655
14855,LY,raabin,11.583581,-9.183482,19.519144
36757,LY,munich,15.191084,-5.945928,25.11378
37164,LY,munich,12.970304,-9.988467,26.138525
36976,LY,munich,13.897981,-8.033744,25.15047
33683,LY,munich,15.531187,-8.962138,28.20582
13188,LY,raabin,12.148119,-9.747368,19.478493
36029,LY,munich,16.244297,-9.171753,24.48007
15248,LY,raabin,11.58657,-10.076803,18.736818
35641,LY,munich,13.194018,-5.845611,24.650414
37267,LY,munich,15.189223,-8.972489,27.00565
33761,LY,munich,13.246944,-8.871652,24.025043
34707,LY,munich,14.238439,-6.2609115,26.370108
15602,LY,raabin,11.912021,-9.502948,19.50176
16031,LY,raabin,12.346818,-10.38136,19.349924
37203,LY,munich,14.041134,-8.086941,22.996037
33670,LY,munich,15.591348,-7.3425264,26.776003
34505,LY,munich,15.778689,-6.6343884,24.98106
13149,LY,raabin,11.342827,-10.282539,19.183552
36122,LY,munich,14.557185,-7.4646325,23.88181
35277,LY,munich,12.693452,-5.6093965,26.639866
13819,LY,raabin,11.638898,-9.80343,19.415688
35962,LY,munich,16.085232,-6.3821135,27.098854
16184,LY,raabin,12.410619,-10.332011,19.412369
34937,LY,munich,14.966999,-8.929491,23.038548
16109,LY,raabin,11.931718,-10.043979,19.691673
12845,LY,barcelone,14.179362,-7.5935745,27.161797
12276,LY,raabin,11.733288,-9.350397,19.817533
15419,LY,raabin,12.10314,-9.521127,19.09329
35713,LY,munich,14.652803,-5.7116714,25.54674
15381,LY,raabin,11.929682,-9.651329,19.039427
13612,LY,barcelone,13.2122965,-6.4385085,27.214626
34506,LY,munich,16.445593,-6.976678,27.24579
15787,LY,raabin,11.937846,-10.240204,19.639616
14142,LY,raabin,11.298391,-9.338686,19.662022
35267,LY,munich,14.608429,-7.7985587,23.774387
16168,LY,raabin,11.880083,-9.500312,19.621262
16512,LY,raabin,12.002828,-9.624881,19.003242
15803,LY,raabin,12.027362,-9.983803,19.058485
16543,LY,raabin,11.668583,-9.778677,19.82597
15546,LY,raabin,11.48531,-9.8784895,19.96702
15184,LY,raabin,11.628996,-10.147906,19.332172
12351,LY,raabin,11.360133,-10.486134,19.666033
15238,LY,raabin,12.214703,-10.085116,18.947163
14669,LY,raabin,12.472068,-10.62002,19.413366
16227,LY,raabin,11.7407875,-9.473154,19.484028
35519,LY,munich,12.955309,-7.0388694,24.449415
34508,LY,munich,13.281191,-9.781762,25.451563
36196,LY,munich,14.523047,-7.3667936,24.68355
33815,LY,munich,13.243726,-9.02179,24.657896
35804,LY,munich,15.796432,-6.237973,27.451462
14464,LY,raabin,11.894873,-10.047352,20.236696
14630,LY,barcelone,12.43293,-6.58286,25.281097
34967,LY,munich,15.845602,-8.220742,24.22001
16331,LY,raabin,12.917692,-11.316556,19.298332
15660,LY,raabin,11.620862,-10.407876,19.297956
15885,LY,barcelone,14.067479,-5.639808,25.978788
35017,LY,munich,13.908295,-9.124361,27.46546
36786,LY,munich,14.942757,-4.8345056,26.045874
14507,LY,raabin,11.908402,-9.760466,19.037481
16329,LY,raabin,11.442293,-9.887404,19.706022
34960,LY,munich,16.112038,-8.227242,26.994984
33988,LY,munich,13.752379,-9.294281,27.801643
14807,LY,raabin,11.915697,-9.678603,20.081001
15415,LY,raabin,11.194615,-9.525671,19.82839
35685,LY,munich,13.304689,-5.251629,25.89981
15709,LY,raabin,12.194392,-9.864567,19.156267
35976,LY,munich,15.273734,-8.41471,25.619968
33890,LY,munich,15.509414,-8.552835,24.556787
14726,LY,barcelone,12.162757,-6.5110865,25.313438
35223,LY,munich,13.997291,-6.516822,25.18542
15190,LY,raabin,11.388342,-9.458798,19.466652
14904,LY,barcelone,13.625128,-6.772806,25.653584
36728,LY,munich,14.97082,-9.746393,24.162613
34225,LY,munich,15.901746,-6.4587464,27.29659
12660,LY,barcelone,12.759368,-6.1330147,25.015867
15959,LY,barcelone,11.519951,-5.636705,25.840311
36066,LY,munich,16.250599,-8.239662,26.531744
37240,LY,munich,14.155807,-7.832175,23.475843
15570,LY,raabin,11.562149,-9.588391,19.001898
12526,LY,raabin,11.662007,-9.238133,19.801567
36387,LY,munich,16.337534,-8.701558,25.21886
13926,LY,raabin,11.253206,-9.653414,19.628994
12308,LY,raabin,11.570984,-10.418149,19.25827
14395,LY,raabin,11.639778,-9.902123,19.797335
13045,LY,raabin,11.22344,-9.967899,19.382965
16718,LY,barcelone,13.020405,-6.5880723,25.7952
14939,LY,raabin,12.3296795,-9.902034,20.073196
37365,LY,munich,15.677,-6.4158506,25.321753
34380,LY,munich,15.407289,-8.48567,27.737913
12274,LY,raabin,11.288518,-10.231744,19.455112
16261,LY,raabin,11.502037,-9.63768,20.200773
15277,LY,raabin,11.224686,-9.708694,19.65791
33716,LY,munich,14.798953,-7.5325174,28.304195
14348,LY,barcelone,12.710872,-5.082044,26.104548
14559,LY,barcelone,12.105332,-6.1157775,26.548532
14815,LY,barcelone,12.720156,-5.253428,25.561577
16377,LY,raabin,11.402474,-9.532795,19.360428
35836,LY,munich,16.821741,-8.009821,25.502968
15813,LY,barcelone,13.627131,-5.8310194,25.78529
12115,LY,raabin,11.120757,-10.008432,19.59357
12038,LY,barcelone,12.317968,-6.39605,25.454077
36137,LY,munich,13.505646,-8.369782,23.959425
13195,LY,raabin,11.935702,-9.824016,20.165464
36580,LY,munich,15.297611,-5.215406,25.648874
34838,LY,munich,14.696207,-7.8946753,25.626242
15706,LY,raabin,11.610708,-10.253671,19.347183
13762,LY,raabin,11.390898,-10.002938,19.647507
15826,LY,barcelone,13.409354,-6.511727,25.959978
12588,LY,raabin,11.412838,-9.805978,19.514437
12965,LY,barcelone,12.139986,-6.2216277,25.310791
12881,LY,barcelone,14.395257,-5.8562646,25.65054
33586,LY,munich,13.086969,-9.398176,24.243353
14922,LY,raabin,11.537337,-9.546851,19.007038
16589,LY,raabin,11.67323,-10.158271,19.46486
36640,LY,munich,13.185606,-9.4109745,25.154554
36538,LY,munich,13.329987,-5.969741,25.883068
14068,LY,barcelone,12.852841,-5.521665,26.210629
33719,LY,munich,16.101034,-7.404111,24.991077
15825,LY,raabin,11.811158,-9.467755,19.61901
15290,LY,barcelone,12.269322,-4.9779987,26.275328
35606,LY,munich,15.310584,-5.2004075,26.185823
35926,LY,munich,12.784527,-8.910343,24.368706
16199,LY,raabin,11.496151,-10.415205,19.378107
35073,LY,munich,12.655725,-9.866771,25.970083
15276,LY,raabin,11.342485,-9.4393425,19.390736
37216,LY,munich,14.443892,-6.2007265,24.678251
15932,LY,barcelone,11.627901,-5.2185755,25.944893
15649,LY,raabin,11.256686,-10.134157,19.408957
16776,LY,raabin,11.946695,-9.530278,19.578676
13894,LY,raabin,11.816797,-9.487026,20.060415
13729,LY,raabin,11.949434,-9.887213,18.863756
36051,LY,munich,13.24521,-5.9066343,25.229311
14810,LY,raabin,11.7458105,-10.080985,19.157728
37360,LY,munich,13.976345,-7.328124,23.879473
15259,LY,raabin,11.81308,-10.102796,18.982288
13347,LY,raabin,11.656412,-9.615855,19.510538
12026,LY,raabin,11.318843,-9.801435,19.763266
14617,LY,raabin,11.313796,-9.442973,19.703733
34587,LY,munich,15.944904,-6.0810876,26.143894
34822,LY,munich,16.352173,-8.162564,24.714102
36829,LY,munich,12.756702,-9.6302595,26.288073
12758,LY,barcelone,12.41115,-6.1045165,25.550129
13252,LY,raabin,11.289528,-9.403881,19.976892
14459,LY,raabin,11.28721,-9.435784,19.594501
16249,LY,raabin,11.385856,-9.746256,18.947659
15450,LY,raabin,11.462287,-9.734398,19.575066
13518,LY,raabin,12.044486,-9.913677,19.884336
12520,LY,raabin,11.538456,-9.528938,19.637613
13172,LY,barcelone,12.678006,-6.276552,25.412806
15873,LY,barcelone,13.538797,-6.87322,25.373592
15912,LY,raabin,11.787985,-10.068013,19.828669
12730,LY,raabin,11.958314,-10.035531,19.394909
15094,LY,raabin,11.531132,-9.924292,19.144365
12820,LY,barcelone,13.63111,-8.506363,27.510448
36852,LY,munich,15.004257,-6.186615,25.16179
37346,LY,munich,12.675867,-8.459418,23.808126
12575,LY,barcelone,12.1298685,-6.4348884,25.466232
13169,LY,barcelone,12.621638,-5.8207183,25.298903
36021,LY,munich,15.610488,-8.262683,23.989765
14292,LY,raabin,11.624491,-10.250579,18.836021
12449,LY,raabin,11.673508,-10.186507,19.863827
13392,LY,raabin,11.436609,-9.662611,19.528381
36912,LY,munich,12.627248,-6.201259,25.08406
36260,LY,munich,13.403663,-5.2257776,25.638243
12229,LY,raabin,11.712556,-9.783528,19.398842
33684,LY,munich,12.846099,-10.133835,26.45146
15340,LY,raabin,11.911753,-10.405978,19.174051
33501,LY,munich,13.112153,-5.690768,25.36189
33481,LY,munich,14.459303,-8.802365,28.043018
35342,LY,munich,15.841814,-8.326393,24.017551
13039,LY,barcelone,12.612973,-5.6910143,25.405565
15634,LY,raabin,11.706372,-9.5846405,19.432598
16173,LY,raabin,11.962045,-9.999882,20.338585
13423,LY,raabin,12.063185,-10.445134,19.799906
36729,LY,munich,14.327023,-5.4232116,25.717224
12559,LY,barcelone,12.4291725,-5.432958,26.988409
33657,LY,munich,15.392477,-8.138401,24.075247
35578,LY,munich,14.860737,-7.163725,24.422928
16406,LY,raabin,11.767191,-9.9652815,19.052773
36467,LY,munich,14.87331,-5.802106,25.625278
13286,LY,raabin,12.349528,-10.236649,19.038656
35759,LY,munich,14.653256,-7.9280176,24.155422
13348,LY,raabin,12.066982,-9.846312,19.33244
12832,LY,raabin,11.951575,-10.179466,18.837547
36621,LY,munich,15.94251,-8.218351,25.511652
36316,LY,munich,12.722562,-9.912416,25.982939
12884,LY,barcelone,14.27866,-5.3961825,26.792053
16822,LY,barcelone,12.516716,-6.295796,24.99515
16567,LY,raabin,11.37847,-10.473128,19.35214
15935,LY,barcelone,12.280504,-6.5603914,25.551628
36238,LY,munich,14.36567,-8.530031,23.180084
36936,LY,munich,13.97176,-6.623066,25.073986
14682,LY,raabin,12.009667,-10.023082,19.135054
34839,LY,munich,14.963871,-7.155744,25.107252
35148,LY,munich,16.716768,-6.7247677,26.826582
16815,LY,raabin,11.3060665,-9.686189,19.625437
35720,LY,munich,16.403244,-8.867483,25.767433
37049,LY,munich,12.858818,-9.46681,25.46517
13844,LY,raabin,11.553603,-10.146893,18.736069
34502,LY,munich,14.06513,-9.049811,27.33987
13755,LY,raabin,11.762264,-10.235316,18.954401
35308,LY,munich,13.891873,-8.612674,27.30808
36548,LY,munich,15.503676,-5.844118,25.95869
14178,LY,raabin,11.799724,-10.333395,19.3053
13187,LY,raabin,12.125348,-10.347339,19.087137
16015,LY,barcelone,12.68279,-6.2573066,26.139067
14889,LY,raabin,11.501218,-9.854571,19.175041
34163,LY,munich,16.407837,-9.60749,24.954475
16245,LY,raabin,11.498086,-9.487372,19.075142
14236,LY,raabin,11.789877,-9.881267,19.159517
35661,LY,munich,15.564965,-7.11925,26.900415
33809,LY,munich,14.155038,-6.7081957,25.574345
36024,LY,munich,13.496137,-8.756167,28.066074
35250,LY,munich,13.021589,-4.795434,26.63065
34020,LY,munich,15.280826,-7.8990006,23.835987
35446,LY,munich,16.325739,-6.924462,25.413063
15641,LY,barcelone,12.210356,-5.9427624,26.61243
15731,LY,raabin,13.029019,-10.889696,18.974827
20602,MMY,barcelone,14.042783,-5.044363,26.25705
21066,MMY,barcelone,15.84846,-10.095349,26.09793
20250,MMY,barcelone,13.626055,-6.1261845,26.800745
20862,MMY,barcelone,14.742639,-6.7753263,27.017132
20906,MMY,barcelone,15.512938,-8.4463825,26.590168
20883,MMY,barcelone,14.601349,-6.1513324,26.675573
20550,MMY,barcelone,13.528981,-7.720369,27.940817
20955,MMY,barcelone,16.109278,-7.801667,26.208183
20792,MMY,barcelone,13.859095,-5.899871,26.663076
20226,MMY,barcelone,15.3437605,-8.590528,26.373741
20284,MMY,barcelone,16.044594,-9.770552,26.164932
20684,MMY,barcelone,14.032763,-5.795444,25.977129
20829,MMY,barcelone,14.15281,-8.65778,26.92327
20106,MMY,barcelone,13.765856,-6.1685367,25.47099
21054,MMY,barcelone,14.508899,-5.3808026,26.524904
20621,MMY,barcelone,13.917002,-6.6339345,27.655521
21071,MMY,barcelone,12.329105,-6.2338896,25.190645
21035,MMY,barcelone,15.810486,-8.427564,24.868698
20558,MMY,barcelone,15.221759,-6.5791197,26.683872
20273,MMY,barcelone,13.860021,-7.930626,25.933922
20804,MMY,barcelone,13.806977,-6.4480977,25.073166
20763,MMY,barcelone,16.362549,-6.7708483,26.364326
20169,MMY,barcelone,14.203911,-9.179133,26.470026
20296,MMY,barcelone,14.448515,-5.785147,26.339527
20150,MMY,barcelone,14.379386,-6.248116,26.524084
20149,MMY,barcelone,13.842696,-6.8835807,25.0706
20845,MMY,barcelone,15.3164015,-9.51559,26.105207
20117,MMY,barcelone,16.490242,-8.541355,25.942795
21003,MMY,barcelone,12.933963,-5.747496,25.296215
